captured_at,match_id,commence_time,home,away,bookmaker,team,odds
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,marathonbet,Draw,3.76
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,pinnacle,Brazil,1.69
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,pinnacle,Morocco,5.61
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,pinnacle,Draw,3.73
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betfair_ex_eu,Brazil,1.72
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betfair_ex_eu,Morocco,5.7
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betfair_ex_eu,Draw,4.0
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,everygame,Brazil,1.67
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,everygame,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,everygame,Draw,3.65
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_fr,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_fr,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_fr,Draw,3.9
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,coolbet,Brazil,1.67
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,coolbet,Morocco,5.75
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,coolbet,Draw,3.85
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,sport888,Brazil,1.57
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,sport888,Morocco,5.0
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,sport888,Draw,3.9
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,williamhill,Brazil,1.6
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,williamhill,Morocco,5.0
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,williamhill,Draw,3.9
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_nl,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_nl,Morocco,5.8
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_nl,Draw,3.95
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,leovegas_se,Brazil,1.65
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,leovegas_se,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,leovegas_se,Draw,3.8
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_se,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_se,Morocco,5.8
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,unibet_se,Draw,3.95
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betonlineag,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betonlineag,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betonlineag,Draw,3.9
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,pmu_fr,Brazil,1.67
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,pmu_fr,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,pmu_fr,Draw,3.95
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,mybookieag,Brazil,1.61
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,mybookieag,Morocco,5.3
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,mybookieag,Draw,3.7
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,winamax_fr,Brazil,1.6
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,winamax_fr,Morocco,5.3
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,winamax_fr,Draw,3.75
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,winamax_de,Brazil,1.62
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,winamax_de,Morocco,5.4
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,winamax_de,Draw,3.8
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betclic_fr,Brazil,1.64
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betclic_fr,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betclic_fr,Draw,3.85
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betsson,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betsson,Morocco,5.55
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betsson,Draw,3.8
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,gtbets,Brazil,1.61
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,gtbets,Morocco,5.47
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,gtbets,Draw,3.86
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,tipico_de,Brazil,1.62
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,tipico_de,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,tipico_de,Draw,3.9
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,nordicbet,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,nordicbet,Morocco,5.55
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,nordicbet,Draw,3.8
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,onexbet,Brazil,1.71
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,onexbet,Morocco,5.6
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,onexbet,Draw,3.76
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betanysports,Brazil,1.68
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betanysports,Morocco,5.5
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,betanysports,Draw,3.65
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,codere_it,Brazil,1.65
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,codere_it,Morocco,5.4
2026-06-09T21:04:29.896388+00:00,f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,codere_it,Draw,3.85
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,marathonbet,Haiti,5.95
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,marathonbet,Scotland,1.57
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,marathonbet,Draw,4.4
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pinnacle,Haiti,6.06
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pinnacle,Scotland,1.56
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pinnacle,Draw,4.28
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betfair_ex_eu,Haiti,6.6
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betfair_ex_eu,Scotland,1.6
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betfair_ex_eu,Draw,4.4
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,everygame,Haiti,6.0
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,everygame,Scotland,1.53
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,everygame,Draw,4.2
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,coolbet,Haiti,6.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,coolbet,Scotland,1.55
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,coolbet,Draw,4.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,sport888,Haiti,5.75
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,sport888,Scotland,1.44
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,sport888,Draw,4.0
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,williamhill,Haiti,6.0
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,williamhill,Scotland,1.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,williamhill,Draw,4.2
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_nl,Haiti,6.25
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_nl,Scotland,1.56
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_nl,Draw,4.35
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_fr,Haiti,6.1
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_fr,Scotland,1.53
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_fr,Draw,4.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,leovegas_se,Haiti,6.0
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,leovegas_se,Scotland,1.55
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,leovegas_se,Draw,4.2
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_se,Haiti,6.25
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_se,Scotland,1.56
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_se,Draw,4.35
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betonlineag,Haiti,6.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betonlineag,Scotland,1.55
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betonlineag,Draw,4.36
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pmu_fr,Haiti,6.0
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pmu_fr,Scotland,1.55
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pmu_fr,Draw,4.2
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,mybookieag,Haiti,5.7
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,mybookieag,Scotland,1.52
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,mybookieag,Draw,4.1
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_fr,Haiti,5.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_fr,Scotland,1.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_fr,Draw,4.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_de,Haiti,5.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_de,Scotland,1.52
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_de,Draw,4.4
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betclic_fr,Haiti,6.1
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betclic_fr,Scotland,1.53
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betclic_fr,Draw,4.35
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betsson,Haiti,6.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betsson,Scotland,1.58
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betsson,Draw,4.05
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,gtbets,Haiti,5.77
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,gtbets,Scotland,1.54
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,gtbets,Draw,4.45
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,tipico_de,Haiti,6.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,tipico_de,Scotland,1.5
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,tipico_de,Draw,4.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,nordicbet,Haiti,6.3
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,nordicbet,Scotland,1.58
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,nordicbet,Draw,4.05
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,onexbet,Haiti,5.75
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,onexbet,Scotland,1.59
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,onexbet,Draw,4.4
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betanysports,Haiti,5.75
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betanysports,Scotland,1.55
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betanysports,Draw,4.2
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,codere_it,Haiti,6.0
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,codere_it,Scotland,1.55
2026-06-09T21:04:29.896388+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,codere_it,Draw,4.2
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,coolbet,Australia,5.0
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,coolbet,Turkey,1.75
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,coolbet,Draw,3.85
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,marathonbet,Australia,5.25
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,marathonbet,Turkey,1.72
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,marathonbet,Draw,3.85
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betfair_ex_eu,Australia,5.6
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betfair_ex_eu,Turkey,1.76
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betfair_ex_eu,Draw,3.9
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,everygame,Australia,5.0
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,everygame,Turkey,1.7
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,everygame,Draw,3.85
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betonlineag,Australia,5.1
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betonlineag,Turkey,1.77
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betonlineag,Draw,3.65
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pmu_fr,Australia,5.2
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pmu_fr,Turkey,1.7
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pmu_fr,Draw,3.7
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_fr,Australia,5.1
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_fr,Turkey,1.69
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_fr,Draw,3.8
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,leovegas_se,Australia,5.2
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,leovegas_se,Turkey,1.7
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,leovegas_se,Draw,3.7
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_se,Australia,5.4
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_se,Turkey,1.73
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_se,Draw,3.8
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pinnacle,Australia,5.12
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pinnacle,Turkey,1.72
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pinnacle,Draw,3.85
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_nl,Australia,5.4
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_nl,Turkey,1.73
2026-06-09T21:04:29.896388+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_nl,Draw,3.8
